bathrooms,bedrooms,latitude,longitude,price,photos_num,description_len,features_len,Elevator,Cats Allowed,Hardwood Floors,Dogs Allowed,Doorman,Dishwasher,No Fee,Laundry in Building,Fitness Center,Pre-War,Laundry in Unit,Roof Deck,Outdoor Space,Dining Room,High Speed Internet,Balcony,Swimming Pool,Laundry In Building,New Construction,Terrace,studio,created_delta,building_id_ct,manager_id_ct,interest_level
2.0,2,40.7568,-73.9982,4900,5,73,13,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,-2167506.4,275,40,0
1.0,3,40.7087,-74.0134,5450,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2087430.2,9,32,0
1.0,1,40.7432,-73.9812,2950,4,32,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2115801.4,6,14,0
1.0,2,40.8006,-73.9691,4000,6,61,5,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2123065.4,4,276,0
2.0,4,40.7481,-73.9748,7200,6,189,5,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-2068003.2,54,87,0
2.0,2,40.7947,-73.9667,6380,7,277,5,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2176471.7,24,2,0
2.0,2,40.7179,-74.0148,8290,6,114,11,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2064052.2,26,711,0
1.0,1,40.7727,-73.9592,2850,3,112,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2097780.1,8286,72,0
1.0,0,40.7462,-73.9757,2200,4,81,7,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1950674.3,141,134,1
1.0,0,40.7035,-74.0109,2995,4,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2158656.2,26,14,0
2.0,2,40.7551,-73.9928,5000,5,153,13,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,-1941948.1,41,305,0
1.0,1,40.8155,-73.9369,1850,6,96,5,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2184360.8,4,5,0
1.0,1,40.7745,-73.9897,4175,5,244,5,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2012069.7,29,6,0
1.0,0,40.739,-73.9791,2195,4,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2097366.6,22,36,0
1.0,3,40.8321,-73.9442,2567,7,103,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2157791.7,8286,3,0
1.0,1,40.7233,-73.9958,3400,5,63,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2068041.0,15,32,0
1.0,1,40.7704,-73.9566,3795,18,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2124155.3,8286,7,0
1.0,2,40.6809,-73.9466,2475,0,64,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2081795.4,8286,11,0
1.0,1,40.7304,-74.005,3495,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2086604.7,17,210,0
1.0,2,40.7758,-73.9506,3700,5,87,8,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,-2114569.3,13,107,0
1.0,3,40.7626,-73.9906,3700,4,66,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1942856.8,7,60,1
1.0,1,40.764,-73.9819,3200,4,87,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2133647.4,8286,6,0
1.0,1,40.7704,-73.9566,3895,5,137,4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-2068960.3,55,164,0
1.0,1,40.7611,-73.9989,3800,4,121,8,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,-2131785.9,77,96,0
1.0,2,40.7067,-74.0072,3150,5,172,8,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,-1984317.2,153,5,0
2.0,2,40.6927,-73.986,4350,14,114,13,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,-1950601.9,40,21,0
1.0,2,40.7223,-73.9967,3989,4,177,4,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2010387.2,2,76,2
1.0,1,40.7766,-73.9452,2150,6,89,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2150804.3,8286,3,0
2.0,1,40.776,-73.9831,5150,5,237,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2098694.5,8,10,0
2.0,3,40.745,-73.9783,4600,5,112,5,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1984584.8,2,134,1
1.0,2,40.7315,-73.9864,2925,5,71,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2014381.7,7,29,1
1.0,2,40.7104,-73.9484,3065,9,52,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2159482.1,8286,222,0
1.0,1,40.7771,-73.9515,2250,4,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1951263.7,8,17,0
1.0,2,40.7316,-73.9839,3500,5,66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2158834.7,51,46,0
1.0,2,40.8222,-73.94,2050,5,179,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2081014.3,2,17,1
0.0,2,40.7278,-73.9809,2990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2087880.5,8286,26,0
2.0,3,40.7389,-73.9929,7850,3,77,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2167673.0,71,27,1
1.0,3,40.7141,-74.0096,4575,4,117,8,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1985164.1,64,6,2
1.0,1,40.7759,-73.9528,3455,7,48,9,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,-2002149.5,25,109,0
1.0,2,40.7081,-74.0065,3050,5,101,10,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,-2097443.7,165,23,2
1.0,0,40.7517,-73.969,2360,4,89,9,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-2002350.0,92,289,2
1.0,0,40.7047,-74.0076,3055,20,0,5,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2010657.1,141,61,0
1.0,1,40.7618,-73.9921,2600,5,91,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2015027.3,16,50,0
1.0,2,40.7382,-73.9971,5495,8,59,6,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-2183966.0,3,7,0
1.0,0,40.7439,-73.9971,2700,5,78,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2123741.2,21,84,0
1.0,1,40.6881,-73.9794,2978,0,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2038439.5,16,320,0
1.0,2,40.7304,-74.0339,2720,10,47,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2055590.2,2,47,2
1.0,2,40.6842,-73.9991,4500,11,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2042983.5,1,1,0
1.0,0,40.7754,-73.9465,1900,3,81,7,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1942035.9,16,373,2
1.0,2,40.7553,-73.9955,3200,6,112,11,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,-2184713.1,42,33,1
1.0,0,40.7781,-73.957,1850,2,85,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2114612.8,2,107,0
1.0,2,40.7087,-73.955,3700,10,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2088353.3,14,55,0
1.0,3,40.6903,-73.9272,3100,7,101,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2098361.5,8286,66,0
1.0,2,40.7213,-73.9876,2850,10,101,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2185317.9,2,2,0
1.0,3,40.8007,-73.961,2800,3,68,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2107699.0,31,9,0
2.0,3,40.7404,-73.9795,4980,3,57,8,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,-2107271.5,51,210,1
1.0,2,40.7316,-73.9839,3150,11,115,10,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-2014900.0,51,83,0
1.0,2,40.6745,-73.9477,2000,5,127,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2058983.7,1,2533,2
2.0,3,40.7424,-73.9999,5175,6,138,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2175856.9,26,36,1
1.0,1,40.7673,-73.9574,2600,3,121,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1995248.9,8286,13,0
1.0,1,40.675,-73.9551,2050,0,12,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2073117.0,8286,7,0
1.0,3,40.8438,-73.9401,2995,8,91,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2184530.0,14,7,0
1.0,2,40.7278,-73.9834,2500,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2106129.3,2,36,1
1.0,1,40.7452,-73.9916,4065,14,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2011209.1,41,61,0
2.0,3,40.7212,-73.9819,6600,8,121,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,-2054379.9,8286,15,0
1.0,1,40.7568,-73.9982,3395,6,145,13,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,-2167512.0,275,32,0
2.0,2,40.6927,-73.986,4220,8,137,6,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-2046881.3,40,16,0
1.0,1,40.7385,-73.9729,3500,7,70,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2003501.5,8,7,0
2.0,2,40.7481,-73.9745,7329,10,136,12,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,-2107125.5,51,330,0
2.0,2,40.7516,-73.9394,3900,9,85,18,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,-2115013.7,5,26,1
1.0,3,40.6715,-73.9445,2800,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2114551.2,3,90,1
1.0,1,40.7679,-73.9598,4095,7,80,8,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,-2124337.8,18,50,0
2.0,2,40.7176,-73.9531,5787,12,153,16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,-2132428.5,44,27,0
2.0,4,40.7306,-73.9837,7200,7,98,6,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,-1951369.0,6,62,1
1.0,1,40.742,-73.9969,4995,6,156,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1943164.9,18,10,0
1.5,3,40.7617,-73.9618,3395,6,77,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2002897.8,20,114,0
1.0,1,40.7298,-73.9994,3100,8,94,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2176036.4,7,134,0
1.0,1,40.7906,-73.9785,2900,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1977145.7,7,129,0
1.0,1,40.7397,-73.9817,2750,0,16,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2002584.2,19,210,0
1.0,2,40.8006,-73.9517,2500,6,94,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2054984.6,8286,34,0
1.0,0,40.7478,-73.9571,2410,10,99,12,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,-2015588.6,14,30,0
1.0,2,40.7073,-74.0046,2900,8,144,10,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,-2124074.1,213,97,1
1.0,2,40.7865,-73.9421,2550,7,89,6,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2014991.6,19,14,0
1.0,1,40.7894,-73.9764,2850,5,70,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-2067385.1,19,2,1
1.0,1,40.7192,-73.9828,2565,4,102,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2183810.8,18,42,0
2.0,3,40.7568,-73.9982,4792,18,130,16,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,-2068047.8,275,71,2
1.0,0,40.7646,-73.9597,2050,4,31,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2038424.7,1,11,0
1.0,2,40.7765,-73.9571,3050,4,74,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1951562.6,21,12,0
2.0,3,40.7742,-73.9475,4900,9,210,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2176201.7,21,70,0
1.0,0,40.7422,-73.9824,2100,3,77,5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2002181.2,21,373,0
1.0,2,40.781,-73.9528,2950,6,97,10,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,-2106067.0,26,91,1
2.0,2,40.7179,-74.0148,8000,6,156,8,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,-2141722.2,26,56,0
1.0,0,40.7048,-74.0145,2550,9,234,13,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,-2150126.4,2,46,0
1.0,2,40.7565,-73.9973,3100,6,101,14,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,-2063973.4,88,53,0
1.0,2,40.7758,-73.9542,2900,7,7,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1950843.6,8286,2,0
2.0,1,40.6839,-73.9463,2600,15,61,7,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,-2183996.9,8286,50,0
1.0,0,40.7465,-73.9737,1850,4,34,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2003394.3,11,20,1
1.0,0,40.7446,-73.974,2195,3,130,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2124508.2,55,26,0
1.0,2,40.753,-74.0037,3400,6,76,11,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,-2045753.1,34,17,1
1.0,1,40.759,-73.9627,2600,5,64,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1968485.5,1,46,0
1.0,3,40.7832,-73.9519,3725,6,83,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2012048.5,13,27,0
1.5,3,40.7436,-73.9727,5100,5,175,9,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,-1950382.4,191,23,0
1.0,0,40.7489,-73.9765,2450,3,49,6,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-2047189.7,8286,6,0
1.0,1,40.7843,-73.9784,2550,2,146,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2067930.2,9,77,0
1.0,3,40.753,-73.9959,5100,7,111,17,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,-2106890.4,152,7,1
2.0,5,40.7762,-73.9555,7200,4,168,6,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-2012123.7,7,77,0
1.0,1,40.6224,-74.0282,1395,5,78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2115694.2,2,33,2
1.0,0,40.7369,-73.9928,2700,6,139,8,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,-1941799.7,9,373,0
2.0,3,40.7373,-74.0042,5500,5,58,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2183738.0,17,117,2
1.0,3,40.7535,-73.9359,2895,7,221,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2185111.9,1,19,2
1.0,2,40.8242,-73.9531,2350,8,165,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2011515.7,8286,1,0
1.0,1,40.8026,-73.9655,1600,5,152,5,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2166515.2,14,11,2
1.0,2,40.7517,-73.969,3290,6,121,7,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,-1986328.7,92,2533,1
1.0,3,40.7204,-73.9846,5460,4,23,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2176664.7,8286,19,0
1.0,1,40.7769,-73.9459,2100,5,56,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1951617.8,15,130,1
2.0,2,40.7773,-73.9887,7270,7,121,10,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,-2166523.8,13,3,0
1.0,4,40.7434,-73.9933,5900,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1999521.2,6,62,1
1.0,2,40.7415,-73.9759,3250,5,124,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2158480.9,5,36,1
2.0,4,40.7998,-73.9697,6000,12,74,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2098971.5,8286,17,0
1.0,0,40.6994,-73.9923,2300,3,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2086582.7,7,6,0
1.0,2,40.7208,-73.9825,3890,4,187,11,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,-1994877.4,13,2533,0
1.0,1,40.7575,-73.9626,3000,4,99,8,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-2184841.4,71,2533,0
2.0,2,40.7748,-73.9519,3300,9,47,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2166430.6,6,25,0
1.0,0,40.7064,-74.0155,2725,10,58,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2086890.8,47,2533,0
1.0,1,40.7201,-73.852,1500,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1951251.7,2,8,1
2.0,2,40.7164,-73.8439,4200,18,203,10,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,-1950406.7,10,62,0
1.0,0,40.7341,-73.9896,3750,6,35,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2010619.3,82,12,0
1.0,0,40.7514,-73.9891,2450,7,101,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2166505.1,3,191,0
1.0,0,40.7494,-73.9875,2500,5,103,13,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,-2167645.4,128,67,1
1.0,1,40.7634,-73.9638,4100,0,392,4,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2090312.7,8286,20,0
1.0,4,40.7191,-74.0109,6995,10,202,10,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,-2185064.9,46,70,1
2.0,3,40.7548,-73.9944,5090,11,209,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,-2097508.5,85,96,0
2.0,2,40.7606,-73.9994,4350,8,101,15,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,-2159119.7,56,25,0
1.0,1,40.7688,-73.9576,2900,5,58,7,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-2053269.5,11,276,0
3.0,3,40.7775,-73.9633,29000,5,101,10,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,-2068086.1,3,305,0
2.0,2,40.7823,-73.951,5000,5,160,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2098601.3,22,82,0
1.0,1,40.7835,-73.9837,2350,3,115,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2174875.0,13,2533,0
2.0,4,40.8047,-73.9568,5400,13,136,6,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-2002731.0,12,9,0
2.0,3,40.691,-73.9667,3700,9,72,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1994986.8,3,9,0
1.0,2,40.7283,-73.9816,3699,0,57,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1943129.0,4,16,0
1.0,1,40.76,-73.9926,2150,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2155460.9,1,56,1
1.0,1,40.7845,-73.976,2895,0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1952209.2,8286,2,0
1.0,0,40.8217,-73.9455,1550,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2184102.7,6,198,0
1.0,3,40.7411,-73.9823,4700,8,112,7,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,-2114720.3,11,79,1
1.0,0,40.7768,-73.9816,2595,2,143,6,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2158912.7,19,2533,1
1.0,2,40.7323,-73.9881,3500,5,145,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1960422.2,7,70,0
1.0,0,40.7779,-73.9515,2400,6,140,6,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2183972.3,71,138,0
1.0,3,40.7605,-73.9678,3900,6,50,5,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1951767.0,39,2533,0
1.0,1,40.7088,-74.0059,1850,3,131,8,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,-2089730.5,41,71,1
1.0,0,40.7045,-74.0089,3176,6,240,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2176350.6,96,1,0
1.0,2,40.8291,-73.9482,2200,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2069293.0,5,36,0
1.0,1,40.7067,-74.0072,2575,5,129,8,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,-2157826.2,153,316,0
1.0,3,40.8139,-73.9442,2500,3,33,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2159430.4,8286,25,0
1.0,0,40.7711,-73.9515,2150,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1977961.2,16,320,0
1.0,1,40.7586,-73.9838,2800,4,118,7,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1985700.1,127,16,1
2.0,3,40.7959,-73.9742,6550,6,130,8,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1969009.9,108,711,0
1.0,1,40.7212,-73.9416,2500,4,131,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2150794.4,8286,1,0
1.5,3,40.7486,-73.9814,4750,6,155,5,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2045706.0,7,94,1
1.0,1,40.7252,-73.9941,3450,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1956926.4,9,8,0
1.0,1,40.6809,-73.9375,1800,5,35,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2064371.4,1,8,2
1.0,1,40.7444,-73.9803,3835,5,136,10,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2038140.8,33,711,0
1.0,1,40.7482,-73.9808,4200,8,113,6,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2124415.5,18,330,0
1.0,2,40.7645,-73.984,3520,7,126,8,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-2131795.0,106,70,0
1.0,1,40.7479,-73.9894,4130,8,341,6,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2085851.7,1,1,0
1.0,0,40.7334,-74.0047,3495,5,70,5,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-2124947.1,8286,2,0
1.0,0,40.7067,-74.0071,2895,7,13,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2142191.2,8286,9,0
2.0,3,40.7447,-73.9782,4900,9,117,11,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,-1976508.6,48,96,1
1.0,1,40.7197,-73.9844,2625,4,20,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2064363.4,3,11,0
1.0,0,40.7479,-73.9739,2550,3,106,6,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2038104.1,44,44,0
1.0,0,40.7446,-73.974,2195,4,139,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2011194.1,55,5,1
